# ('2017-08-25 10:16:48', 'ptb-batch.py', Namespace(batchsize=1, fname='./logs/ptb/ptb-batch_v1-B1-H64-S25-lr01-macbook.dat', hidden=64, seqlength=25, timelimit=900))
#  ITER		TIME		TRAIN LOSS
  500		1.465682	3.966922
 1000		2.897422	3.715550
 1500		4.352456	3.519804
 2000		5.804423	3.349275
 2500		7.241890	3.233367
 3000		8.674644	3.153561
 3500		10.141721	3.141432
 4000		11.588569	3.062230
 4500		13.064367	2.991294
 5000		14.515469	2.935262
 5500		15.966547	2.910152
 6000		17.423852	2.863843
 6500		18.881332	2.861558
 7000		20.350517	2.814951
 7500		21.799037	2.782086
 8000		23.236905	2.818054
 8500		24.708889	2.790641
 9000		26.173887	2.805029
 9500		27.607499	2.763906
10000		29.146945	2.766670
10500		30.577088	2.792497
11000		32.033465	2.782474
11500		33.496315	2.777925
12000		34.962352	2.778877
12500		36.420635	2.771915
13000		37.887515	2.740772
13500		39.350276	2.733141
14000		40.813012	2.712039
14500		42.267786	2.735146
15000		43.762736	2.700967
15500		45.258060	2.712095
16000		46.689957	2.700195
16500		48.150042	2.702780
17000		49.642407	2.722032
17500		51.079714	2.705724
18000		52.539462	2.707331
18500		53.970043	2.691262
19000		55.445628	2.701027
19500		56.935079	2.691909
20000		58.447115	2.678785
20500		59.899572	2.646875
21000		61.354842	2.615861
21500		62.814835	2.584027
22000		64.257396	2.572706
22500		65.719363	2.572819
23000		67.178723	2.617643
23500		68.645025	2.623934
24000		70.102114	2.644788
24500		71.533524	2.653470
25000		72.976992	2.613186
25500		74.437049	2.617262
26000		75.874235	2.615376
26500		77.306907	2.603077
27000		78.766871	2.614698
27500		80.227443	2.591804
28000		81.674242	2.576376
28500		83.107179	2.563499
29000		84.558710	2.559718
29500		85.979349	2.557477
30000		87.460342	2.518936
30500		88.923332	2.512917
31000		90.379123	2.528760
31500		91.833200	2.546696
32000		93.281581	2.541588
32500		94.754947	2.541584
33000		96.229286	2.570713
33500		97.703682	2.573147
34000		99.178757	2.536693
34500		100.626788	2.552868
35000		102.083049	2.554974
35500		103.557943	2.568079
36000		105.012019	2.572938
36500		106.475165	2.548654
37000		107.914521	2.552703
37500		109.363912	2.548568
38000		110.797436	2.574110
38500		112.246895	2.585054
39000		113.716201	2.567745
39500		115.145531	2.534281
40000		116.652123	2.524771
40500		118.130997	2.518002
41000		119.579291	2.532154
41500		121.068713	2.539844
42000		122.540237	2.537369
42500		123.968488	2.510184
43000		125.424220	2.508481
43500		126.865161	2.523407
44000		128.341838	2.508887
44500		129.821824	2.528337
45000		131.298857	2.537275
45500		132.768406	2.523201
46000		134.239685	2.526447
46500		135.699455	2.547419
47000		137.149413	2.529345
47500		138.612958	2.544425
48000		140.090819	2.535318
48500		141.542233	2.551122
49000		142.997704	2.538117
49500		144.483531	2.522478
50000		145.997448	2.522342
50500		147.438032	2.505280
51000		148.916652	2.520368
51500		150.363966	2.498426
52000		151.792911	2.476640
52500		153.237713	2.474227
53000		154.689164	2.537838
53500		156.164389	2.530528
54000		157.653108	2.554974
54500		159.111752	2.565336
55000		160.549305	2.541272
55500		162.002695	2.533951
56000		163.464275	2.467598
56500		164.905137	2.502367
57000		166.344701	2.515446
57500		167.812379	2.519712
58000		169.262902	2.498047
58500		170.711237	2.499366
59000		172.150622	2.484881
59500		173.629045	2.484502
60000		175.143287	2.469745
60500		176.603583	2.489613
61000		178.066487	2.480911
61500		179.527440	2.477497
62000		181.009931	2.493805
62500		182.477096	2.502347
63000		183.959502	2.507928
63500		185.426086	2.454705
64000		186.888632	2.422778
64500		188.349677	2.443921
65000		189.802623	2.449745
65500		191.267902	2.421412
66000		192.710002	2.428403
66500		194.187546	2.415464
67000		195.657332	2.430929
67500		197.113155	2.430459
68000		198.565737	2.420427
68500		200.022725	2.433032
69000		201.515777	2.485857
69500		202.959474	2.443590
70000		204.470845	2.460384
70500		205.929740	2.474857
71000		207.390645	2.443542
71500		208.834600	2.391984
72000		210.286933	2.435978
72500		211.729395	2.451931
73000		213.191817	2.472295
73500		214.670376	2.469649
74000		216.102767	2.491828
74500		217.565498	2.509788
75000		218.995736	2.507584
75500		220.439755	2.490670
76000		221.876810	2.456396
76500		223.330929	2.461288
77000		224.756311	2.459305
77500		226.217291	2.433776
78000		227.675600	2.412564
78500		229.113525	2.435933
79000		230.562374	2.428238
79500		232.001705	2.419228
80000		233.535457	2.419608
80500		235.044763	2.451378
81000		236.517679	2.472535
81500		237.994359	2.464456
82000		239.467624	2.442313
82500		240.941539	2.425894
83000		242.419305	2.432351
83500		243.863998	2.418988
84000		245.331202	2.379724
84500		246.807577	2.404785
85000		248.283517	2.399402
85500		249.758595	2.443770
86000		251.221412	2.461633
86500		252.682646	2.460332
87000		254.159919	2.441107
87500		255.628984	2.442568
88000		257.098605	2.472906
88500		258.567826	2.464333
89000		260.039751	2.439170
89500		261.497774	2.433948
90000		263.031491	2.449078
90500		264.487893	2.467227
91000		265.928565	2.466403
91500		267.411934	2.450357
92000		268.885066	2.465598
92500		270.324088	2.453980
93000		271.754023	2.472401
93500		273.216413	2.442806
94000		274.680700	2.412652
94500		276.157619	2.394849
95000		277.612568	2.401330
95500		279.079718	2.416889
96000		280.549034	2.417766
96500		282.003009	2.445260
97000		283.546949	2.427093
97500		285.013973	2.392675
98000		286.434724	2.405668
98500		287.877196	2.416090
99000		289.345562	2.425900
99500		290.833459	2.420617
100000		292.365822	2.420820
100500		293.818627	2.423235
101000		295.269528	2.421970
101500		296.699361	2.430050
102000		298.157456	2.443211
102500		299.624356	2.384051
103000		301.078341	2.378565
103500		302.517595	2.387455
104000		303.940065	2.428969
104500		305.380344	2.421233
105000		306.828969	2.431168
105500		308.306595	2.390897
106000		309.783786	2.434503
106500		311.244215	2.400043
107000		312.688671	2.411366
107500		314.151565	2.396377
108000		315.623501	2.408240
108500		317.088911	2.384189
109000		318.550601	2.384062
109500		320.007914	2.403216
110000		321.546646	2.410094
110500		323.006757	2.370571
111000		324.453079	2.355067
111500		325.903498	2.402524
112000		327.330756	2.367365
112500		328.799884	2.405831
113000		330.245682	2.428451
113500		331.699410	2.416838
114000		333.147795	2.374255
114500		334.592219	2.398451
115000		336.056968	2.390741
115500		337.546136	2.384984
116000		339.024618	2.379340
116500		340.479993	2.379800
117000		341.925979	2.365183
117500		343.403310	2.375469
118000		344.876995	2.387204
118500		346.346548	2.357987
119000		347.799543	2.353936
119500		349.247269	2.381622
120000		350.765274	2.361005
120500		352.231761	2.375060
121000		353.703205	2.392896
121500		355.181396	2.405179
122000		356.638577	2.442252
122500		358.092083	2.451466
123000		359.572588	2.444204
123500		361.023237	2.416417
124000		362.493416	2.403579
124500		363.955677	2.401745
125000		365.407070	2.361613
125500		366.853698	2.361651
126000		368.290310	2.413285
126500		369.717114	2.369771
127000		371.169597	2.341702
127500		372.644139	2.323289
128000		374.083803	2.346045
128500		375.562966	2.339436
129000		377.020137	2.345596
129500		378.492388	2.292321
130000		379.996564	2.339396
130500		381.461963	2.315892
131000		382.894505	2.355920
131500		384.359580	2.366938
132000		385.825749	2.340208
132500		387.273178	2.370940
133000		388.725325	2.402503
133500		390.181764	2.385637
134000		391.645790	2.393503
134500		393.083212	2.400839
135000		394.544244	2.391377
135500		395.977162	2.351253
136000		397.445678	2.401277
136500		398.892420	2.388431
137000		400.340054	2.405489
137500		401.790651	2.387524
138000		403.254176	2.367730
138500		404.694010	2.370742
